index;Alloy name;Al;Co;Fe;Ni;Si;Cr;Mn;Nb;Mo;Ti;Cu;V;Zr;Ta;Hf;W;PROPERTY: Microstructure;PROPERTY: Processing method;PROPERTY: Calculated Density (g/cm$^3$);PROPERTY: Type of test;PROPERTY: YS (MPa);Smix;am;Tm;Xm;rm;dX;da;dT;dr
108;Hf1 Mo1 Ta1 Ti1 Zr1;;;;;;;;;0.2;0.2;;;0.2;0.2;0.2;;BCC;CAST;10.2;C;1600;13.37442905;3.162;2553.2;1.57;1.96;0.318873015;0.118220134;493.5461073;0.060195433
109;Hf1 Mo1 Nb1 Ti1 Zr1;;;;;;;;0.2;0.2;0.2;;;0.2;;0.2;;BCC;ANNEAL;8.7;C;1575;13.37442905;3.162;2443;1.59;1.956;0.316985804;0.118220134;359.321583;0.059761306
110;Hf1 Mo1 Nb1 Ti1 Zr1;;;;;;;;0.2;0.2;0.2;;;0.2;;0.2;;BCC;CAST;8.7;C;1719;13.37442905;3.162;2443;1.59;1.956;0.316985804;0.118220134;359.321583;0.059761306
111;Hf1 Nb1 Si0.5 Ti1 V1;;;;;0.111;;;0.222;;0.222;;0.222;;;0.222;;BCC ++;CAST;7.8;C;1399;13.13405602;3.37107;2263.401;1.55844;1.79487;0.171385621;0.737655639;354.7362909;0.157179849
112;Hf0.333 Nb0.333 Ta0.333 Ti1 Zr0.667;;;;;;;;0.125;;0.375;;;0.25;0.125;0.125;;BCC;CAST;8.2;T;903;12.4165954;3.1375;2328.75;1.46;1.9325;0.11169154;0.149227176;454.6508963;0.070939353
113;Hf1 Nb1 Ta1 Ti1 Zr1;;;;;;;;0.2;;0.2;;;0.2;0.2;0.2;;BCC;OTHER;9.9;C;929;13.37442905;3.194;2522.4;1.454;1.976;0.118253964;0.129089117;475.6740901;0.057754424
114;Hf1 Nb1 Ti1 Zr1;;;;;;;;0.25;;0.25;;;0.25;;0.25;;BCC;CAST;8.4;T;879;11.52010614;3.1675;2329.75;1.4425;1.97;0.129687123;0.131600722;311.8688627;0.064409023
115;Mo1 Nb1 Ta1 V1;;;;;;;;0.25;0.25;;;0.25;;0.25;;;BCC;ANNEAL;10.7;C;1525;11.52010614;3.1925;2773.5;1.7275;1.8975;0.265647793;0.114318634;405.7674827;0.060362114
116;Mo1 Nb1 Ta1 V1 W1;;;;;;;;0.2;0.2;;;0.2;;0.2;;0.2;BCC;CAST;12.4;C;1246;13.37442905;3.186;2957.8;1.854;1.904;0.347079242;0.10307279;517.2849892;0.054236683
117;Mo1 Nb1 Ta1 W1;;;;;;;;0.25;0.25;;;;;0.25;;0.25;BCC;CAST;13.7;C;1058;11.52010614;3.225;3156.5;1.91;1.9525;0.367287353;0.075332596;370.2313466;0.020285505
118;Mo0.3 Nb1 Ti1 V1 Zr1;;;;;;;;0.233;0.07;0.233;;0.233;0.233;;;;BCC;ANNEAL;6.7;C;1289;12.82904684;3.13463;2294.594;1.5739;1.88283;0.20182991;0.137791413;333.0707198;0.075128687
119;Mo0.5 Nb1 Ti1 V1 Zr1;;;;;;;;0.222;0.111;0.222;;0.222;0.222;;;;BCC;ANNEAL;6.8;C;1473;13.13405602;3.12576;2314.572;1.59618;1.87812;0.233496931;0.134418179;348.1840221;0.073534295
120;Mo0.7 Nb1 Ti1 V1 Zr1;;;;;;;;0.213;0.149;0.213;;0.213;0.213;;;;BCC;ANNEAL;6.9;C;1706;13.30642165;3.13249;2343.818;1.62412;1.88273;0.257110465;0.131685965;360.5075529;0.071884198
121;Mo1 Nb0.769 Ti0.769 V0.769 Zr0.769;;;;;;;;0.189;0.245;0.189;;0.189;0.189;;;;BCC;ANNEAL;7.3;C;1496;13.33002138;3.13369;2406.362;1.687;1.88489;0.299605689;0.124095515;382.2261909;0.067712967
122;Mo1 Nb0.667 Ti0.667 V0.667 Zr0.667;;;;;;;;0.182;0.273;0.182;;0.182;0.182;;;;BCC;ANNEAL;7.4;C;1603;13.25245864;3.13404;2424.604;1.70534;1.88552;0.308505541;0.121790333;386.4318307;0.066447097
123;Mo1 Nb0.588 Ti0.588 V0.588 Zr0.588;;;;;;;;0.175;0.298;0.175;;0.175;0.175;;;;BCC;ANNEAL;7.5;C;1645;13.1369111;3.12497;2434.158;1.71714;1.88045;0.315108364;0.119561382;388.9609218;0.065375523
124;Mo1 Nb0.5 Ti0.5 V0.5 Zr0.5;;;;;;;;0.167;0.333;0.167;;0.167;0.167;;;;BCC;ANNEAL;7.6;C;1765;12.97799058;3.13479;2463.694;1.74464;1.88687;0.323280125;0.116693891;392.4511492;0.06364988
125;Mo1 Nb1 Ti1 V1 Zr1;;;;;;;;0.2;0.2;0.2;;0.2;0.2;;;;BCC;ANNEAL;7.1;C;1779;13.37442905;3.13;2374.8;1.656;1.882;0.282177249;0.127593103;373.3584872;0.069718255
126;Mo1 Nb1 Ti1 V0.3 Zr1;;;;;;;;0.233;0.233;0.233;;0.07;0.233;;;;BCC;ANNEAL;7.2;C;1455;12.82904684;3.15256;2414.073;1.66355;1.9138;0.304376239;0.130807934;392.3247565;0.06284301
127;Mo0.1 Nb1 Ti1 V0.3 Zr1;;;;;;;;0.294;0.029;0.294;;0.088;0.294;;;;BCC;ANNEAL;6.6;C;932;11.60302822;3.14482;2277.938;1.52084;1.91078;0.16219291;0.146739479;338.7525124;0.07058373
128;Mo0.3 Nb1 Ti1 V0.3 Zr1;;;;;;;;0.278;0.083;0.278;;0.083;0.278;;;;BCC;ANNEAL;6.8;C;1312;12.30537927;3.14755;2314.467;1.55889;1.91203;0.218112054;0.142659376;358.3321851;0.068584157
129;Mo0.5 Nb1 Ti1 V0.3 Zr1;;;;;;;;0.263;0.132;0.263;;0.079;0.263;;;;BCC;ANNEAL;6.9;C;1301;12.64457506;3.14709;2345.494;1.59214;1.91129;0.254034683;0.138791325;372.3002256;0.066788815
130;Mo0.7 Nb1 Ti1 V0.3 Zr1;;;;;;;;0.25;0.175;0.25;;0.075;0.25;;;;BCC;ANNEAL;7.1;C;1436;12.78917673;3.14675;2372.775;1.62125;1.91075;0.278587397;0.135321608;382.1223945;0.065140187
131;Mo1 Nb0.769 Ti0.769 V0.231 Zr0.769;;;;;;;;0.217;0.283;0.217;;0.065;0.217;;;;BCC;ANNEAL;7.4;C;1603;12.7104583;3.14273;2439.018;1.69288;1.90745;0.320823414;0.126128883;397.3945657;0.060822835
132;Mo1 Nb0.667 Ti0.667 V0.2 Zr0.667;;;;;;;;0.208;0.312;0.208;;0.062;0.208;;;;BCC;ANNEAL;7.5;C;1576;12.59477461;3.13938;2455.178;1.71098;1.90522;0.328440458;0.123596125;399.2961862;0.0596235
133;Nb1 Ti1 V0.3 Zr1;;;;;;;;0.303;;0.303;;0.091;0.303;;;;BCC;ANNEAL;6.5;C;866;10.83195157;3.14817;2261.778;1.50274;1.91301;0.117481456;0.148942107;326.484114;0.071579854
134;Nb1 Ti1 V1 Zr1;;;;;;;;0.25;;0.25;;0.25;0.25;;;;BCC;ANNEAL;6.5;C;1104;11.52010614;3.1275;2244.5;1.525;1.8775;0.117153745;0.142543853;298.9234852;0.077950179
135;Mo1 Nb1 Ti1 V0.25 Zr1;;;;;;;;0.235;0.235;0.235;;0.059;0.235;;;;BCC;CAST;7.3;C;1776;12.6998608;3.14447;2409.702;1.65892;1.91039;0.30564852;0.130647723;393.0783554;0.062175058
136;Mo1 Nb1 Ti1 V0.5 Zr1;;;;;;;;0.222;0.222;0.222;;0.111;0.222;;;;BCC;CAST;7.2;C;1647;13.13405602;3.13797;2395.935;1.65723;1.89921;0.297156551;0.129797239;386.2684148;0.065478307
137;Mo1 Nb1 Ti1 V0.75 Zr1;;;;;;;;0.211;0.211;0.211;;0.158;0.211;;;;BCC;CAST;7.2;C;1708;13.33516096;3.14156;2390.775;1.66069;1.89488;0.289787174;0.12906109;380.2405693;0.067843219
138;Mo1 Nb1 Ti1 V1 Zr1;;;;;;;;0.2;0.2;0.2;;0.2;0.2;;;;BCC;CAST;7.1;C;1786;13.37442905;3.13;2374.8;1.656;1.882;0.282177249;0.127593103;373.3584872;0.069718255
139;Mo0.667 Nb0.667 Ti0.667 V1 Zr0.667;;;;;;;;0.182;0.182;0.182;;0.273;0.182;;;;BCC;CAST;7.1;C;1735;13.25245864;3.12403;2357.901;1.65529;1.86823;0.26928888;0.125107244;361.3412602;0.072047381
140;Mo0.5 Nb0.5 Ti0.5 V1 Zr0.5;;;;;;;;0.167;0.167;0.167;;0.333;0.167;;;;BCC;CAST;7;C;1538;12.97799058;3.11653;2342.016;1.65334;1.85533;0.258035613;0.122426379;350.1618693;0.073261374
141;Mo0.333 Nb0.333 Ti0.333 V1 Zr0.333;;;;;;;;0.143;0.143;0.143;;0.429;0.143;;;;BCC;CAST;6.9;C;1418;12.26182788;3.10453;2316.6;1.65022;1.83469;0.238897421;0.117015749;329.9060526;0.073846677
142;Mo1 Nb1 Ti1 Zr1;;;;;;;;0.25;0.25;0.25;;;0.25;;;;BCC;CAST;7.3;C;1592;11.52010614;3.155;2427.75;1.6625;1.925;0.315148774;0.131244047;400.2838836;0.057554597
143;Al0.125 Co1 Cr1 Cu1 Fe1 Mn1 Ni1 Ti1 V1;0.015;0.123;0.123;0.123;;0.123;0.123;;;0.123;0.123;0.123;;;;;FCC BCC;CAST;7.2;C;1862;17.6590605;3.7875;1786.917;1.73385;1.58718;0.148268141;1.949170078;279.5997349;0.071433435
144;Al0.25 Co1 Cr1 Cu1 Fe1 Mn1 Ni1 Ti1 V1;0.03;0.121;0.121;0.121;;0.121;0.121;;;0.121;0.121;0.121;;;;;BCC;CAST;7.1;C;1465;17.86299816;3.7875;1772.084;1.7302;1.57936;0.147891095;1.933509565;296.4892604;0.07796257
145;Al0.667 Co1 Cr1 Cu1 Fe1 Mn1 Ni1 Ti1 V1;0.077;0.115;0.115;0.115;;0.115;0.115;;;0.115;0.115;0.115;;;;;BCC ++;CAST;6.8;C;1461;18.17581015;3.79558;1729.451;1.72247;1.55826;0.146656368;1.885715615;341.0505231;0.094960493
146;Co1 Cr1 Cu1 Fe1 Mn1 Ni1 Ti1 V1;;0.125;0.125;0.125;;0.125;0.125;;;0.125;0.125;0.125;;;;;FCC BCC;CAST;7.3;C;1312;17.28015921;3.7875;1801.75;1.7375;1.595;0.148639665;1.964705767;260.9821594;0.064167679
147;Al0.111 Cu1 Mn1 Ni1;0.036;;;0.321;;;0.321;;;;0.321;;;;;;FCC ++;CAST;8.1;C;515;10.08786667;5.29428;1510.188;1.77852;1.50303;0.167546042;2.484823954;185.9967657;0.060929976
148;Al0.053 Cu1 Mn1 Ni1;0.017;;;0.328;;;0.328;;;;0.328;;;;;;FCC;CAST;8.3;C;330;9.690897769;5.3298;1524.661;1.78545;1.51246;0.167626457;2.505390734;169.0927179;0.053078288
149;Al0.5 Co1 Cr1 Cu1 Fe1 Ni1;0.091;0.182;0.182;0.182;;0.182;;;;;0.182;;;;;;FCC;CAST;7.6;C;388;14.69647378;3.17226;1684.319;1.81727;1.50514;0.109395235;0.485273043;333.9337296;0.081824768
150;Al1 Co0.5 Cr0.5 Cu0.5 Fe0.5 Ni0.5;0.286;0.143;0.143;0.143;;0.143;;;;;0.143;;;;;;BCC;CAST;6.3;C;1620;14.53099452;3.35907;1523.522;1.7732;1.43572;0.128520809;0.559341207;426.9963569;0.119772925
151;Al1 Co1 Cr1 Cu1 Fe1 Ni1;0.167;0.167;0.167;0.167;;0.167;;;;;0.167;;;;;;FCC BCC;CAST;7.1;C;948;14.90266362;3.24815;1623.407;1.80193;1.47962;0.119255518;0.523612294;381.2375584;0.100111055
152;Al1 Nb1 Ti1 V1;0.25;;;;;;;0.25;;0.25;;0.25;;;;;OTHER;ANNEAL;5.5;C;1000;11.52010614;3.33;1945.75;1.595;1.6575;0.03354102;0.429941857;653.2370837;0.17725522
153;Al1 Nb1 Ti1 V1 Zr1;0.2;;;;;;;0.2;;0.2;;0.2;0.2;;;;OTHER;ANNEAL;5.8;C;1500;13.37442905;3.31;1982.2;1.542;1.738;0.110163515;0.386626435;588.8033288;0.177319772
154;Al1 Nb1 Ti1 V1 Zr0.1;0.244;;;;;;;0.244;;0.244;;0.244;0.024;;;;OTHER;ANNEAL;5.5;C;1290;12.18450259;3.3276;1950.124;1.58864;1.66716;0.052373184;0.42502687;645.9531474;0.177978485
155;Al1 Nb1 Ti1 V1 Zr0.25;0.235;;;;;;;0.235;;0.235;;0.235;0.059;;;;OTHER;ANNEAL;5.6;C;1360;12.6998608;3.32077;1954.557;1.57777;1.67959;0.070417107;0.417522686;634.7939364;0.178750228
156;Al1 Nb1 Ti1 V1 Zr0.5;0.222;;;;;;;0.222;;0.222;;0.222;0.111;;;;OTHER;ANNEAL;5.6;C;1485;13.13405602;3.31557;1964.034;1.56399;1.70052;0.089052317;0.406379712;618.2291446;0.178983978
157;Al0.667 Nb0.667 Ti0.667 V0.667 Zr1;0.182;;;;;;;0.182;;0.182;;0.182;0.273;;;;OTHER;ANNEAL;5.8;C;1535;13.25245864;3.30603;1997.45;1.52425;1.76904;0.121507924;0.369549961;563.249403;0.174238539
158;Cr1 Hf1 Nb1 Ti1 Zr1;;;;;;0.2;;0.2;;0.2;;;0.2;;0.2;;BCC ++;ANNEAL;8.2;C;1457;13.37442905;3.116;2289.8;1.486;1.908;0.144996552;0.156409718;290.1616101;0.088100215
159;Cr1 Hf1 Nb1 Ti1 Zr1;;;;;;0.2;;0.2;;0.2;;;0.2;;0.2;;BCC ++;ANNEAL;8.2;C;1420;13.37442905;3.116;2289.8;1.486;1.908;0.144996552;0.156409718;290.1616101;0.088100215
160;Cr1 Hf1 Nb1 Ti1 Zr1;;;;;;0.2;;0.2;;0.2;;;0.2;;0.2;;BCC ++;ANNEAL;8.2;C;1328;13.37442905;3.116;2289.8;1.486;1.908;0.144996552;0.156409718;290.1616101;0.088100215
161;Cr1 Hf1 Nb1 Ti1 Zr1;;;;;;0.2;;0.2;;0.2;;;0.2;;0.2;;BCC ++;ANNEAL;8.2;C;1322;13.37442905;3.116;2289.8;1.486;1.908;0.144996552;0.156409718;290.1616101;0.088100215
162;Cr1 Hf1 Nb1 Ti1 Zr1;;;;;;0.2;;0.2;;0.2;;;0.2;;0.2;;BCC ++;CAST;8.2;C;1375;13.37442905;3.116;2289.8;1.486;1.908;0.144996552;0.156409718;290.1616101;0.088100215
163;Hf1 Nb1 Ti1 V1 Zr1;;;;;;;;0.2;;0.2;;0.2;0.2;;0.2;;BCC ++;ANNEAL;8.1;C;1157;13.37442905;3.14;2296.4;1.48;1.918;0.138130373;0.129923054;286.8076707;0.080258108
